INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	STRING	STRING	STRING	INT	INT	INT		INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
9000005	眼影05	showgirl_eyeShadow04	36					showgirl_eyeShadow04	eyeShadow04		0																	
9000006	眼影06	showgirl_eyeShadow05	36					showgirl_eyeShadow05	eyeShadow05		0																	
9000007	眼影07	showgirl_eyeShadow06	36					showgirl_eyeShadow06	eyeShadow06		0																	
9000008	眼影08	showgirl_eyeShadow07	36					showgirl_eyeShadow07	eyeShadow07		0																	
9000009	眼影09	showgirl_eyeShadow08	36					showgirl_eyeShadow08	eyeShadow08		0																	
9000010	眼影10	showgirl_eyeShadow09	36					showgirl_eyeShadow09	eyeShadow09		0																	
9000011	眼影11	showgirl_eyeShadow10	36					showgirl_eyeShadow10	eyeShadow10		0																	
9000012	眼影12	showgirl_eyeShadow11	36					showgirl_eyeShadow11	eyeShadow11		0																	
9000013	眼影13	showgirl_eyeShadow12	36					showgirl_eyeShadow12	eyeShadow12		0																	
9000014	眼影14	showgirl_eyeShadow13	36					showgirl_eyeShadow13	eyeShadow13		0																	
9000015	眼影15	showgirl_eyeShadow14	36					showgirl_eyeShadow14	eyeShadow14		0																	
9000016	眼影16	showgirl_eyeShadow15	36					showgirl_eyeShadow15	eyeShadow15		0																	
9000017	眼影17	showgirl_eyeShadow16	36					showgirl_eyeShadow16	eyeShadow16		0																	
9000018	眼影18	showgirl_eyeShadow17	36					showgirl_eyeShadow17	eyeShadow17		0																	
9000019	摘下美瞳	icon_circle09	37					eye_mt00					Eye00															
10000001	翠绿	showgirl_eye01	37					showgirl_eye01			0	"speak_shop,Change_meitong"	eye_mt09															
10000002	青绿	showgirl_eye02	37					showgirl_eye02			0	"speak_shop,Change_meitong"	eye_mt10															
10000003	深紫	showgirl_eye03	37					showgirl_eye03			0	"speak_shop,Change_meitong"	eye_mt11															
10000004	猫眼	showgirl_eye04	37					showgirl_eye04			0	"speak_shop,Change_meitong"	eye_mt01															
10000005	璀璨	showgirl_eye05	37					showgirl_eye05			0	"speak_shop,Change_meitong"	eye_mt02															
10000006	灰白	showgirl_eye06	37					showgirl_eye06			0	"speak_shop,Change_meitong"	eye_mt03															
10000007	春之色	showgirl_eye07	37					showgirl_eye07			0	"speak_shop,Change_meitong"	eye_mt04															
10000008	魔术片	showgirl_eye08	37					showgirl_eye08			0	"speak_shop,Change_meitong"	eye_mt05															
10000009	幻影	showgirl_eye09	37					showgirl_eye09			0	"speak_shop,Change_meitong"	eye_mt06															
10000010	甜蜜爱恋	showgirl_eye10	37					showgirl_eye10			0	"speak_shop,Change_meitong"	eye_mt07															
10000011	水滴	showgirl_eye11	37					showgirl_eye11			0	"speak_shop,Change_meitong"	eye_mt08															
10000012	纯黑	showgirl_eye12	37					showgirl_eye12			0	"speak_shop,Change_meitong"	Eye01															
10000013	湖泊	showgirl_eye13	37					showgirl_eye13			0	"speak_shop,Change_meitong"	Eye02															
10000014	白雪	showgirl_eye14	37					showgirl_eye14			0	"speak_shop,Change_meitong"	Eye03															
10000015	琥珀	showgirl_eye15	37					showgirl_eye15			0	"speak_shop,Change_meitong"	Eye04															
11000001	黑色	icon_HairDye01	38	3	2			hair_rf_black			5	"speak_shop,Change_Haircolour"	"0,0,0"															
11000002	深蓝色	icon_HairDye02	38	3	2			hair_rf_blue01			5	"speak_shop,Change_Haircolour"	"0,2,255"															
11000003	皇家蓝	icon_HairDye03	38	3	2			hair_rf_blue02			5	"speak_shop,Change_Haircolour"	"0,107,255"															
11000004	琉璃色	icon_HairDye04	38	3	2			hair_rf_blue03			5	"speak_shop,Change_Haircolour"	"0,160,255"															
11000005	群青色	icon_HairDye05	38	3	2			hair_rf_blue04			5	"speak_shop,Change_Haircolour"	"109,194,255"															
11000006	青色	icon_HairDye06	38	3	2			hair_rf_blue05			5	"speak_shop,Change_Haircolour"	"0,255,255"															
11000007	鹅黄色	icon_HairDye07	38	3	2			hair_rf_gold01			5	"speak_shop,Change_Haircolour"	"250,252,142"															
11000008	金黄色	icon_HairDye08	38	3	2			hair_rf_gold02			5	"speak_shop,Change_Haircolour"	"255,216,0"															
11000009	芒果色	icon_HairDye09	38	3	2			hair_rf_gold03			5	"speak_shop,Change_Haircolour"	"246,152,2"															
11000010	驼绒色	icon_HairDye10	38	3	2			hair_rf_gold04			5	"speak_shop,Change_Haircolour"	"269,88,9"															
11000011	柠檬色	icon_HairDye11	38	3	2			hair_rf_gold05			5	"speak_shop,Change_Haircolour"	"255,255,36"															
11000012	深灰色	icon_HairDye12	38	3	2			hair_rf_gray01			5	"speak_shop,Change_Haircolour"	"39,39,39"															
11000013	灰色	icon_HairDye13	38	3	2			hair_rf_gray02			5	"speak_shop,Change_Haircolour"	"96,96,96"															
11000014	奶奶灰	icon_HairDye14	38	3	2			hair_rf_gray03			5	"speak_shop,Change_Haircolour"	"186,186,186"															
11000015	绿色	icon_HairDye15	38	3	2			hair_rf_green01			5	"speak_shop,Change_Haircolour"	"0,191,33"															
11000016	翠绿色	icon_HairDye16	38	3	2			hair_rf_green02			5	"speak_shop,Change_Haircolour"	"0,255,128"															
11000017	黄绿色	icon_HairDye17	38	3	2			hair_rf_green03			5	"speak_shop,Change_Haircolour"	"157,255,0"															
11000018	竹绿色	icon_HairDye18	38	3	2			hair_rf_green04			5	"speak_shop,Change_Haircolour"	"91,223,0"															
11000019	深绿色	icon_HairDye19	38	3	2			hair_rf_green05			5	"speak_shop,Change_Haircolour"	"0,92,8"															
11000020	靛蓝色	icon_HairDye20	38	3	2			hair_rf_purple01			5	"speak_shop,Change_Haircolour"	"97,3,250"															
11000021	洋红色	icon_HairDye21	38	3	2			hair_rf_purple02			5	"speak_shop,Change_Haircolour"	"244,1,151"															
11000022	紫罗兰	icon_HairDye22	38	3	2			hair_rf_purple03			5	"speak_shop,Change_Haircolour"	"198,4,249"															
11000023	粉红色	icon_HairDye23	38	3	2			hair_rf_purple04			5	"speak_shop,Change_Haircolour"	"251,39,255"															
11000024	淡粉色	icon_HairDye24	38	3	2			hair_rf_purple05			5	"speak_shop,Change_Haircolour"	"251,113,210"															
11000025	红色	icon_HairDye25	38	3	2			hair_rf_red01			5	"speak_shop,Change_Haircolour"	"255,0,0"															
11000026	深红色	icon_HairDye26	38	3	2			hair_rf_red02			5	"speak_shop,Change_Haircolour"	"199,0,0"															
11000027	褐色	icon_HairDye27	38	3	2			hair_rf_red03			5	"speak_shop,Change_Haircolour"	"88,0,0"															
11000028	棕色	icon_HairDye28	38	3	2			hair_rf_red04			5	"speak_shop,Change_Haircolour"	"233,38,0"															
11000029	橘红色	icon_HairDye29	38	3	2			hair_rf_red05			5	"speak_shop,Change_Haircolour"	"255,90,0"															
11000030	白色	icon_HairDye30	38	3	2			hair_rf_white			5	"speak_shop,Change_Haircolour"	"255,255,255"															
6000001	钻石	t_resoures_name_1	32					90001																				
6000002	好感	t_resoures_name_2	32					ctg_ic_003																				
